#This file is auto-generated from the (amazing) LOV service
# if you don't want to load this use the available CLI / code options 
# To override some of it's entries use the schemaDecl.csv
arp,http://www.arpenteur.org/ontology/Arpenteur.owl#,http://www.arpenteur.org/ontology/Arpenteur.owl
atd,https://data.nasa.gov/ontologies/atmonto/data#,https://data.nasa.gov/ontologies/atmonto/data.ttl
atm,https://data.nasa.gov/ontologies/atmonto/ATM#,https://data.nasa.gov/ontologies/atmonto/ATM.ttl
atts,https://data.nasa.gov/ontologies/atmonto/general#,https://data.nasa.gov/ontologies/atmonto/general.ttl
awol,http://bblfish.net/work/atom-owl/2006-06-06/#,https://bblfish.net/work/atom-owl/2006-06-06/AtomOwl.ttl
aws,http://purl.oclc.org/NET/ssnx/meteo/aws#,https://www.w3.org/2005/Incubator/ssn/ssnx/meteo/aws.owl
bag,http://bag.basisregistraties.overheid.nl/def/bag#,http://bag.basisregistraties.overheid.nl/def/bag#
basic,http://def.seegrid.csiro.au/isotc211/iso19103/2005/basic#,http://def.seegrid.csiro.au/isotc211/iso19103/2005/basic#
bbc,http://www.bbc.co.uk/ontologies/bbc/,https://www.bbc.co.uk/ontologies/bbc.ttl
bbccms,http://www.bbc.co.uk/ontologies/cms/,https://www.bbc.co.uk/ontologies/cms.ttl
bbccore,http://www.bbc.co.uk/ontologies/coreconcepts/,https://www.bbc.co.uk/ontologies/coreconcepts.ttl
bbcprov,http://www.bbc.co.uk/ontologies/provenance/,https://www.bbc.co.uk/ontologies/provenance.ttl
bci,https://w3id.org/BCI-ontology#,https://w3id.org/BCI-ontology#
being,http://contextus.net/ontology/ontomedia/ext/common/being#,http://code.google.com/p/contextus/source/browse/trunk/ontomedia/ext/common/being.owl
bevon,http://rdfs.co/bevon/,http://rdfs.co/bevon/
bf,http://id.loc.gov/ontologies/bibframe/,https://id.loc.gov/ontologies/bibframe.rdf
bibo,http://purl.org/ontology/bibo/,https://www.dublincore.org/specifications/bibo/bibo/bibo.rdf.xml
bibtex,http://purl.org/net/nknouf/ns/bibtex#,https://zeitkunst.org/bibtex/0.2/bibtex.owl
bimerr-op,http://bimerr.iot.linkeddata.es/def/occupancy-profile#,http://bimerr.iot.linkeddata.es/def/occupancy-profile/ontology.ttl
bio,http://purl.org/vocab/bio/0.1/,http://purl.org/vocab/bio/0.1/
biol,http://purl.org/NET/biol/ns#,https://ontologi.es/biol/ns.rdf
biopax,http://www.biopax.org/release/biopax-level3.owl#,http://www.biopax.org/release/biopax-level3.owl
biotop,http://purl.org/biotop/biotop.owl#,https://raw.githubusercontent.com/BioTopOntology/biotop/master/biotop.owl
biro,http://purl.org/spar/biro/,https://sparontologies.github.io/biro/current/biro.owl
blt,http://www.bl.uk/schemas/bibliographic/blterms#,http://www.bl.uk/schemas/bibliographic/blterms
bot,http://swa.cefriel.it/ontologies/botdcat-ap#,http://swa.cefriel.it/ontologies/botdcat-ap.rdf
botany,http://purl.org/NET/biol/botany#,https://ontologi.es/biol/botany.rdf
bperson,http://data.vlaanderen.be/ns/persoon#,http://data.vlaanderen.be/ns/persoon#
br,http://vocab.deri.ie/br#,http://vocab.deri.ie/br.rdf
brk,http://brk.basisregistraties.overheid.nl/def/brk#,http://brk.basisregistraties.overheid.nl/def/brk#
brt,http://brt.basisregistraties.overheid.nl/def/top10nl#,http://brt.basisregistraties.overheid.nl/def/top10nl#
bto,https://w3id.org/bot#,https://w3c-lbd-cg.github.io/bot/bot.ttl
c4n,http://vocab.deri.ie/c4n#,http://vocab.deri.ie/c4n.rdf
c4o,http://purl.org/spar/c4o/,https://sparontologies.github.io/c4o/current/c4o.owl
cal,http://www.w3.org/2002/12/cal/ical#,https://www.w3.org/2002/12/cal/ical
caresses,http://caressesrobot.org/ontology#,http://caressesrobot.org/ontology#
cart,http://purl.org/net/cartCoord#,http://diarmuidr3d.github.io/cartCoord/cartCoord.owl
cbo,http://comicmeta.org/cbo/,https://comicmeta.org/cbo/cbo.owl
cbs,http://betalinkeddata.cbs.nl/def/cbs#,http://betalinkeddata.cbs.nl/def/cbs#
cc,http://creativecommons.org/ns#,https://creativecommons.org/schema.rdf
cci,http://cookingbigdata.com/linkeddata/ccinstances#,http://cookingbigdata.com/linkeddata/ccinstances/
cco,http://purl.org/ontology/cco/core#,http://smiy.sourceforge.net/cco/rdf/cognitivecharacteristics.owl
ccp,http://cookingbigdata.com/linkeddata/ccpricing#,http://cookingbigdata.com/linkeddata/ccpricing/
ccr,http://cookingbigdata.com/linkeddata/ccregions#,http://cookingbigdata.com/linkeddata/ccregions/
ccsla,http://cookingbigdata.com/linkeddata/ccsla#,http://cookingbigdata.com/linkeddata/ccsla/
cdesc,https://w3id.org/arco/ontology/context-description/,https://w3id.org/arco/ontology/context-description/
cdm,http://purl.org/twc/ontology/cdm.owl#,https://raw.githubusercontent.com/timrdf/csv2rdf4lod-automation/master/doc/ontology/cdm.owl
cdtype,http://purl.org/cld/cdtype/,http://dublincore.org/specifications/dublin-core/collection-description/colldesc-type/cdtype.rdf
ceo,http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#,http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1
cerif,http://www.eurocris.org/ontologies/cerif/1.3#,http://www.eurocris.org/ontologies/cerif/1.3#
cert,http://www.w3.org/ns/auth/cert#,https://www.w3.org/ns/auth/cert.rdf
cevent,https://w3id.org/arco/ontology/cultural-event/,https://w3id.org/arco/ontology/cultural-event/
cff,http://purl.oclc.org/NET/ssnx/cf/cf-feature#,https://www.w3.org/2005/Incubator/ssn/ssnx/cf/cf-feature.owl
cfp,http://purl.oclc.org/NET/ssnx/cf/cf-property#,https://www.w3.org/2005/Incubator/ssn/ssnx/cf/cf-property.owl
cfrl,http://linkeddata.finki.ukim.mk/lod/ontology/cfrl#,http://linkeddata.finki.ukim.mk/lod/ontology/cfrl/schema.rdf
cgov,http://reference.data.gov.uk/def/central-government/,http://reference.data.gov.uk/def/central-government
chord,http://purl.org/ontology/chord/,http://purl.org/ontology/chord/
ci,https://privatealpha.com/ontology/content-inventory/1#,https://privatealpha.com/ontology/content-inventory/1.ttl
cis,http://dati.beniculturali.it/cis/,https://dati.beniculturali.it/cultural-ON/cultural-ON.owl
cito,http://purl.org/spar/cito/,https://sparontologies.github.io/cito/current/cito.owl
citof,http://www.essepuntato.it/2013/03/cito-functions/,http://www.essepuntato.it/2013/03/cito-functions/
cl,http://advene.org/ns/cinelab/ld#,http://advene.org/ns/cinelab/ld/
cld,http://purl.org/cld/terms/,http://dublincore.org/specifications/dublin-core/collection-description/collection-terms/cldterms.rdf
cmo,http://purl.org/twc/ontologies/cmo.owl#,http://purl.org/twc/ontologies/cmo.owl#
cnt,http://www.w3.org/2011/content#,https://www.w3.org/2011/content.rdf
co,http://purl.org/ontology/co/core#,http://smiy.sourceforge.net/co/rdf/counterontology.owl
cochrane,http://data.cochrane.org/ontologies/core/,http://data.cochrane.org/ontologies/core/
cocoon,https://w3id.org/cocoon/v1.0#,https://w3id.org/cocoon/v1.0#
cogs,http://vocab.deri.ie/cogs#,http://vocab.deri.ie/cogs.rdf
cold,http://purl.org/configurationontology#,https://doc.rplug.renault.com/car-configurator/cold/configurationontology/configurationontology.rdf
coll,http://purl.org/co/,https://raw.githubusercontent.com/collections-ontology/collections-ontology/master/collections.owl
comm,http://vocab.resc.info/communication#,http://vocab.resc.info/communication#
common,http://www.w3.org/2007/uwa/context/common.owl#,https://www.w3.org/2007/uwa/context/deliveryContext.owl
con,http://www.w3.org/2000/10/swap/pim/contact#,https://www.w3.org/2000/10/swap/pim/contact.rdf
conversion,http://purl.org/twc/vocab/conversion/,https://raw.githubusercontent.com/timrdf/csv2rdf4lod-automation/master/doc/ontology/vocab.ttl#
coo,http://purl.org/coo/ns#,http://www.volkswagen.co.uk/vocabularies/coo/ns
core,https://w3id.org/mdo/core/,https://w3id.org/mdo/core/
coun,http://www.daml.org/2001/09/countries/iso-3166-ont#,http://www.daml.org/2001/09/countries/iso-3166-ont#
cpa,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl#,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl
crm,http://www.cidoc-crm.org/cidoc-crm/,http://www.cidoc-crm.org/cidoc-crm/
cro,http://rhizomik.net/ontologies/copyrightonto.owl#,http://rhizomik.net/ontologies/copyrightonto.owl#
crsw,http://courseware.rkbexplorer.com/ontologies/courseware#,http://courseware.rkbexplorer.com/ontologies/courseware#
cs,http://purl.org/vocab/changeset/schema#,http://vocab.org/changeset/schema.rdf
csp,http://vocab.deri.ie/csp#,http://vocab.deri.ie/csp.rdf
csvw,http://www.w3.org/ns/csvw#,https://www.w3.org/ns/csvw.ttl
ct,http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#,http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl
ctag,http://commontag.org/ns#,http://commontag.org/ns#
ctlog,https://w3id.org/arco/ontology/catalogue/,https://w3id.org/arco/ontology/catalogue/
ctorg,http://purl.org/ctic/infraestructuras/organizacion#,http://purl.org/ctic/infraestructuras/organizacion#
ctrl,https://w3id.org/ibp/CTRLont#,https://w3id.org/ibp/CTRLont#
ctxdesc,http://www.demcare.eu/ontologies/contextdescriptor.owl#,http://www.demcare.eu/ontologies/contextdescriptor.owl#
cwmo,http://purl.org/cwmo/#,https://gabriel-alex.github.io/cwmo/CWMO-042.owl
cwork,http://www.bbc.co.uk/ontologies/creativework/,https://www.bbc.co.uk/ontologies/creativework.ttl
cwrc,http://sparql.cwrc.ca/ontologies/cwrc#,http://sparql.cwrc.ca/ontology/cwrc.owl
d2rq,http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#,http://d2rq.org/terms/d2rq.ttl
dady,http://purl.org/NET/dady#,http://vocab.deri.ie/dady.rdf
daia,http://purl.org/ontology/daia/,https://github.com/gbv/daia/blob/implementations/schemas/daia.owl.n3
daq,http://purl.org/eis/vocab/daq#,http://theme-e.adaptcentre.ie/daq/daq.rdf
dataid,http://dataid.dbpedia.org/ns/core#,http://dataid.dbpedia.org/ns/core.owl
date,http://contextus.net/ontology/ontomedia/misc/date#,https://code.google.com/p/contextus/source/browse/trunk/ontomedia/misc/date.owl
datex,http://vocab.datex.org/terms#,http://vocab.datex.org/terms#
dave,http://theme-e.adaptcentre.ie/dave#,http://theme-e.adaptcentre.ie/dave/dave.ttl
dbm,http://purl.org/net/dbm/ontology#,http://linkeddata.finki.ukim.mk/lod/ontology/dbm/schema.rdf
dbowl,http://ontology.cybershare.utep.edu/dbowl/relational-to-ontology-mapping-primitive.owl#,http://ontology.cybershare.utep.edu/dbowl/relational-to-ontology-mapping-primitive.owl
dbpedia-owl,http://dbpedia.org/ontology/,https://dbpedia.org/data3/.ttl
dbug,http://ontologi.es/doap-bugs#,https://ontologi.es/doap-bugs
dcam,http://purl.org/dc/dcam/,http://dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_abstract_model.ttl
dcat,http://www.w3.org/ns/dcat#,https://www.w3.org/ns/dcat.rdf
dce,http://purl.org/dc/elements/1.1/,http://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_elements.ttl
dcite,http://purl.org/spar/datacite/,https://sparontologies.github.io/datacite/current/datacite.owl
dcndl,http://ndl.go.jp/dcndl/terms/,https://www.ndl.go.jp/jp/dlib/standards/meta/2011/12/ndl-terms.rdf
dcterms,http://purl.org/dc/terms/,http://dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl
dctype,http://purl.org/dc/dcmitype/,http://dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_type.ttl
ddesc,https://w3id.org/arco/ontology/denotative-description/,https://w3id.org/arco/ontology/denotative-description/
decision,https://decision-ontology.googlecode.com/svn/trunk/decision.owl#,https://decision-ontology.googlecode.com/svn/trunk/decision.owl#
demlab,http://www.demcare.eu/ontologies/demlab.owl#,http://www.demcare.eu/ontologies/demlab.owl#
deo,http://purl.org/spar/deo/,https://sparontologies.github.io/deo/current/deo.owl
deps,http://ontologi.es/doap-deps#,https://ontologi.es/doap-deps
dfc,http://static.datafoodconsortium.org/ontologies/DFC_FullModel.owl#,http://static.datafoodconsortium.org/ontologies/DFC_FullModel.owl
dfc-b,http://static.datafoodconsortium.org/ontologies/DFC_BusinessOntology.owl#,http://static.datafoodconsortium.org/ontologies/DFC_BusinessOntology.owl
dfc-p,http://static.datafoodconsortium.org/ontologies/DFC_ProductGlossary.owl#,http://static.datafoodconsortium.org/ontologies/DFC_ProductGlossary.owl
dfc-t,http://static.datafoodconsortium.org/ontologies/DFC_TechnicalOntology.owl#,http://static.datafoodconsortium.org/ontologies/DFC_TechnicalOntology.owl
dg,https://w3id.org/dingo#,https://dcodings.github.io/DINGO/DINGO-OWL.ttl
dicom,http://purl.org/healthcarevocab/v1#,https://www.netestate.de/dicom/dicom.owl
dio,https://w3id.org/dio#,https://w3id.org/dio#
disco,http://rdf-vocabulary.ddialliance.org/discovery#,https://rdf-vocabulary.ddialliance.org/discovery.ttl
dita,http://purl.org/dita/ns#,https://raw.githubusercontent.com/ColinMaudry/dita-rdf/master/dita.ttl
dk,http://www.data-knowledge.org/dk/,http://www.data-knowledge.org/dk/1.2/ontology.xml
dm2e,http://onto.dm2e.eu/schemas/dm2e/,http://onto.dm2e.eu/schemas/dm2e/
dnbt,http://d-nb.info/standards/elementset/dnb#,https://d-nb.info/standards/elementset/dnb.rdf
doap,http://usefulinc.com/ns/doap#,http://usefulinc.com/ns/doap#
doc,http://www.w3.org/2000/10/swap/pim/doc#,https://www.w3.org/2000/10/swap/pim/doc.rdf
doco,http://purl.org/spar/doco/,https://sparontologies.github.io/doco/current/doco.owl
docso,http://purl.org/ontology/dso#,http://purl.org/ontology/dso#
dogont,http://elite.polito.it/ontologies/dogont,http://elite.polito.it/ontologies/dogont.owl
donto,http://reference.data.gov.au/def/ont/dataset#,http://reference.data.gov.au/def/ont/dataset#
dot,https://w3id.org/dot#,https://alhakam.github.io/dot/ontology.ttl
dpn,http://purl.org/dpn#,https://dpn.ereefs.info/ontology/v0.6.1/dpn.ttl
dprov,http://promsns.org/def/do#,https://promsns.org/def/decprov/decprov.ttl
dq,http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality#,http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality#
dqc,http://semwebquality.org/ontologies/dq-constraints#,http://semwebquality.org/ontologies/dq-constraints.rdf
dqm,http://purl.org/dqm-vocabulary/v1/dqm#,http://semwebquality.org/dqm-vocabulary/v1/dqm.owl
dqv,http://www.w3.org/ns/dqv#,https://www.w3.org/ns/dqv/ontology.owl
dr,http://purl.org/swan/2.0/discourse-relationships/,http://purl.org/swan/2.0/discourse-relationships/
drama,http://www.purl.org/drammar#,http://www.cirma.unito.it/drammar/drammar.owl
drm,http://vocab.data.gov/def/drm#,http://vocab.data.gov/def/drm#
ds,http://purl.org/ctic/dcat#,http://purl.org/ctic/dcat#
dsn,http://purl.org/dsnotify/vocab/eventset/,http://www.cibiv.at/~niko/dsnotify/vocab/eventset/v0.1.1/dsnotify-eventset.rdf
dso,http://inference-web.org/2.0/ds.owl#,http://inference-web.org/2.0/ds.owl#
dtype,http://www.linkedmodel.org/schema/dtype#,http://www.linkedmodel.org/schema/dtype
dul,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl
duv,http://www.w3.org/ns/duv#,https://www.w3.org/ns/duv.ttl
dvia,http://purl.org/ontology/dvia#,http://www.eurecom.fr/~atemezin/def/dvia/dvia.ttl
eac-cpf,http://archivi.ibc.regione.emilia-romagna.it/ontology/eac-cpf/,http://archivi.ibc.regione.emilia-romagna.it/ontology/eac-cpf/
earl,http://www.w3.org/ns/earl#,https://www.w3.org/ns/earl.rdf
earth,http://linked.earth/ontology#,http://linked.earth/ontology/ontology.owl
ebg,http://data.businessgraph.io/ontology#,https://raw.githubusercontent.com/euBusinessGraph/eubg-data/master/model/ebg-ontology.ttl
ebucore,http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#,http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#
eccrev,https://vocab.eccenca.com/revision/,https://vocab.eccenca.com/revision/
eclap,http://www.eclap.eu/schema/eclap/,http://www.eclap.eu/schema/eclap/
ecpo,http://purl.org/ontology/ecpo#,http://cklee.github.io/ecpo/ecpo.ttl
ecrm,http://erlangen-crm.org/current/,http://erlangen-crm.org/current/
edac,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-edac.owl#,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-edac.owl
edm,http://www.europeana.eu/schemas/edm/,http://www.europeana.eu/schemas/edm/rdf/edm.owl
edu,https://schema.edu.ee/,https://schema.edu.ee/ontology.rdf
edupro,http://ns.inria.fr/semed/eduprogression#,http://ns.inria.fr/semed/eduprogression/v1/eduprogression.rdf
eem,http://purl.org/eem#,http://purl.org/eem#
eeo,https://w3id.org/eeo#,https://c4i.gmu.edu/CMRE/eeo/0.1.0/eeo.owl
eepsa,https://w3id.org/eepsa#,https://iesnaola.github.io/eepsa/EEPSA/ontology/ontology.owl
ei2a,http://opendata.aragon.es/def/ei2a#,https://opendata.aragon.es/def/ei2a/ei2a.owl
elec,http://purl.org/ctic/sector-publico/elecciones#,http://purl.org/ctic/sector-publico/elecciones#
eli,http://data.europa.eu/eli/ontology#,http://publications.europa.eu/mdr/resource/eli/eli.owl
emotion,http://ns.inria.fr/emoca#,http://ns.inria.fr/emoca#
emp,http://purl.org/ctic/empleo/oferta#,http://purl.org/ctic/empleo/oferta#
ends,http://labs.mondeca.com/vocab/endpointStatus#,https://labs.mondeca.com/vocab/endpointStatus/endpointStatus.rdf
ep,http://eprints.org/ontology/,http://eprints.org/ontology/
eppl,https://w3id.org/ep-plan#,https://trustlens.github.io/EP-PLAN/ontologies/ep-plan.ttl
eqp,https://data.nasa.gov/ontologies/atmonto/equipment#,https://data.nasa.gov/ontologies/atmonto/equipment.ttl
esco,http://data.europa.eu/esco/model#,http://data.europa.eu/esco/model#
essglobal,http://purl.org/essglobal/vocab/,http://purl.org/essglobal/vocab/
eupont,http://elite.polito.it/ontologies/eupont.owl#,http://elite.polito.it/ontologies/eupont.owl
event,http://purl.org/NET/c4dm/event.owl#,http://motools.sourceforge.net/event/event.rdf
ex,http://purl.org/net/ns/ex#,http://www.kanzaki.com/ns/ex.rdf
exif,http://www.w3.org/2003/12/exif/ns#,https://www.w3.org/2003/12/exif/ns
ext,http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent#,http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent#
fabio,http://purl.org/spar/fabio/,https://sparontologies.github.io/fabio/current/fabio.owl
faldo,http://biohackathon.org/resource/faldo#,http://biohackathon.org/resource/faldo.owl
fea,http://vocab.data.gov/def/fea#,http://vocab.data.gov/def/fea#
fel,http://w3id.org/vcb/fel#,https://users.dcc.uchile.cl/~hrosales/fel.rdf
fiesta-iot,http://purl.org/iot/ontology/fiesta-iot#,http://smart-ics.ee.surrey.ac.uk/ontology/fiesta-iot.owl
fiesta-priv,http://purl.org/iot/ontology/fiesta-iot#,http://smart-ics.ee.surrey.ac.uk/fiesta/ontology/fiesta-priv/
foaf,http://xmlns.com/foaf/0.1/,http://xmlns.com/foaf/spec/ontology.rdf
fog,https://w3id.org/fog#,https://mathib.github.io/fog-ontology/ontology.ttl
foio,https://w3id.org/seas/FeatureOfInterestOntology/,https://ci.mines-stetienne.fr/seas/FeatureOfInterestOntology.ttl
food,http://data.lirmm.fr/ontologies/food#,http://data.lirmm.fr/ontologies/food#
fowl,http://www.w3.org/TR/2003/PR-owl-guide-20031209/food#,https://www.w3.org/TR/2003/PR-owl-guide-20031215/food.rdf
frad,http://iflastandards.info/ns/fr/frad/,http://iflastandards.info/ns/fr/frad/
frapo,http://purl.org/cerif/frapo/,http://purl.org/cerif/frapo/
frappe,http://streamreasoning.org/ontologies/frappe#,http://streamreasoning.org/ontologies/frappe#
frbr,http://purl.org/vocab/frbr/core#,http://purl.org/vocab/frbr/core#
frbre,http://purl.org/vocab/frbr/extended#,http://purl.org/vocab/frbr/extended#
frbrer,http://iflastandards.info/ns/fr/frbr/frbrer/,http://iflastandards.info/ns/fr/frbr/frbrer/frbrer.rdf
fresnel,http://www.w3.org/2004/09/fresnel#,https://www.w3.org/2004/09/fresnel.rdf
g50k,http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/,http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/
game,http://data.totl.net/game/,http://data.totl.net/game.rdf#
gc,http://www.oegov.org/core/owl/gc#,http://www.oegov.org/core/owl/gc#
gci,http://ontology.eil.utoronto.ca/GCI/Foundation/GCI-Foundation.owl#,http://ontology.eil.utoronto.ca/GCI/Foundation/GCI-Foundation.owl
gcon,https://w3id.org/GConsent#,http://openscience.adaptcentre.ie/ontologies/GConsent/docs/ontology.ttl
gd,http://reference.data.gov/def/govdata/,http://reference.data.gov/def/govdata/
gdprov,https://w3id.org/GDPRov#,https://openscience.adaptcentre.ie/ontologies/GDPRov/docs/ontology.ttl
gdprt,https://w3id.org/GDPRtEXT#,https://openscience.adaptcentre.ie/ontologies/GDPRtEXT/deliverables/docs/ontology.ttl
gen,http://purl.org/gen/0.1#,https://raw.githubusercontent.com/joshhansen/vocab-gen/master/releases/gen01.rdf
geo,http://www.w3.org/2003/01/geo/wgs84_pos#,https://www.w3.org/2003/01/geo/wgs84_pos.rdf
geod,http://vocab.lenka.no/geo-deling#,http://vocab.lenka.no/geo-deling.rdf
geof,http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl#,http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl#
geofla,http://data.ign.fr/def/geofla#,http://data.ign.fr/def/geofla/20190212.rdf
geom,http://data.ign.fr/def/geometrie#,http://data.ign.fr/def/geometrie/20190212.rdf
geop,http://aims.fao.org/aos/geopolitical.owl#,http://aims.fao.org/aos/geopolitical.owl#
geosp,http://rdf.geospecies.org/ont/geospecies#,http://rdf.geospecies.org/ont/geospecies.owl
gf,http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature#,http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature#
gleif-L1,https://www.gleif.org/ontology/L1/,https://www.gleif.org/ontology/v1.0/L1/ontology.ttl
gleif-L2,https://www.gleif.org/ontology/L2/,https://www.gleif.org/ontology/v1.0/L2/ontology.ttl
gleif-base,https://www.gleif.org/ontology/Base/,https://www.gleif.org/ontology/v1.0/Base/ontology.ttl
gleif-elf,https://www.gleif.org/ontology/EntityLegalForm/,https://www.gleif.org/ontology/v1.0/EntityLegalForm/ontology.ttl
gleif-geo,https://www.gleif.org/ontology/Geocoding/,https://www.gleif.org/ontology/v1.0/Geocoding/ontology.ttl
gleif-ra,https://www.gleif.org/ontology/RegistrationAuthority/,https://www.gleif.org/ontology/v1.0/RegistrationAuthority/ontology.ttl
gleif-repex,https://www.gleif.org/ontology/ReportingException/,https://www.gleif.org/ontology/v1.0/ReportingException/ontology.ttl
gm,http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry#,http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry#
gml,http://www.opengis.net/ont/gml#,http://schemas.opengis.net/gml/3.2.1/gml_32_geometries.rdf
gn,http://www.geonames.org/ontology#,http://www.geonames.org/ontology/ontology_v3.1.rdf
gndo,http://d-nb.info/standards/elementset/gnd#,https://d-nb.info/standards/elementset/gnd.rdf
gold,http://purl.org/linguistics/gold/,http://linguistics-ontology.org/gold-2010.owl
gom,https://w3id.org/gom#,https://mathib.github.io/gom-ontology/ontology.ttl
gov,http://gov.genealogy.net/ontology.owl#,http://gov.genealogy.net/ontology.owl
gr,http://purl.org/goodrelations/v1#,http://www.heppnetz.de/ontologies/goodrelations/v1.owl
grddl,http://www.w3.org/2003/g/data-view#,https://www.w3.org/2003/g/data-view.rdf
gso,http://www.w3.org/2006/gen/ont#,https://www.w3.org/2006/gen/ont.rdf
gsp,http://www.opengis.net/ont/geosparql#,http://schemas.opengis.net/geosparql/1.0/geosparql_vocab_all.rdf
gtfs,http://vocab.gtfs.org/terms#,http://vocab.gtfs.org/gtfs.ttl
gts,http://resource.geosciml.org/ontology/timescale/gts#,http://resource.geosciml.org/ontology/timescale/gts#
gvp,http://vocab.getty.edu/ontology#,http://vocab.getty.edu/ontology.rdf
h2o,http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic#,http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic#
ha,http://sensormeasurement.appspot.com/ont/home/homeActivity#,http://sensormeasurement.appspot.com/ont/home/homeActivity#
hctl,https://www.w3.org/2019/wot/hypermedia#,https://www.w3.org/2019/wot/hypermedia.ttl
hdo,http://www.samos.gr/ontologies/helpdeskOnto.owl#,http://www.samos.gr/ontologies/helpdeskOnto.owl#
hifm,http://purl.org/net/hifm/ontology#,http://linkeddata.finki.ukim.mk/lod/ontology/hifm/schema.rdf
holding,http://purl.org/ontology/holding#,http://dini-ag-kim.github.io/holding-ontology/holding.ttl
hosp,http://health.data.gov/def/hospital/,http://health.data.gov/def/hospital/
hr,http://iserve.kmi.open.ac.uk/ns/hrests#,http://iserve.kmi.open.ac.uk/ns/hrests#
